Found 4 device(s):
  0:  Realtek, RTL2838UHIDIR, SN: 00000001
  1:  Realtek, RTL2838UHIDIR, SN: 00000001
  2:  Realtek, RTL2838UHIDIR, SN: 00000001
  3:  Realtek, RTL2838UHIDIR, SN: 00000001

Using device 3: Generic RTL2832U OEM
Found Rafael Micro R820T tuner
Exact sample rate is: 250000.000414 Hz
[R82XX] PLL not locked!
Sampling at 250000 S/s.
Tuned to 150050000 Hz.
Tuner gain set to 49.60 dB.
Reading samples in async mode...
Ignoring signals shorter than 0.010000 and longer than 0.030000
Will print timestamp every 1500000 transforms
2020-07-22 19:36:49.034725507
timestamp;samples;duration;signal_freq;signal_bw;max_signal;noise
2020-07-22 19:36:54.509925219;27472;0.019200  ;-48874.996094;20000.000000;95.199043;-28.650063
2020-07-22 19:36:54.538725219;27584;0.012800  ;-49631.574219;20000.000000;96.176155;-28.650063
2020-07-22 19:36:54.599525315;27904;0.016000  ;-31777.773438;3000.000000;77.170807;-37.002754
2020-07-22 19:36:54.621925187;28032;0.019200  ;-49946.421875;20000.000000;94.030663;-28.650063
2020-07-22 19:36:54.657125315;28176;0.012800  ;-12148.142578;8000.000488;102.099289;-34.920551
2020-07-22 19:36:54.679525187;28336;0.022400  ;-50175.433594;19000.000000;94.441643;-28.650063
2020-07-22 19:36:54.705125187;28416;0.012800  ;-31636.361328;5000.000000;79.647278;-39.698757
2020-07-22 19:36:54.705125187;28448;0.019200  ;-47404.253906;15000.000000;91.983398;-28.650063
2020-07-22 19:36:54.775525379;28768;0.012800  ;-49199.996094;3000.000000;87.977722;-28.650063
2020-07-22 19:36:54.791525187;28880;0.016000  ;-49037.027344;20000.000000;92.748344;-28.650063
2020-07-22 19:36:54.817125187;28976;0.012800  ;-48222.218750;15000.000000;91.545570;-28.650063
2020-07-22 19:36:54.817125187;28992;0.016000  ;-32928.566406;7000.000000;80.781235;-35.407112
2020-07-22 19:36:54.842725571;29104;0.012800  ;-49844.820312;20000.000000;90.938858;-28.650063
2020-07-22 19:36:54.903525187;29408;0.012800  ;-49320.757812;20000.000000;95.324173;-28.650063
2020-07-22 19:36:54.986725187;29840;0.016000  ;-49292.304688;19000.000000;95.184547;-28.650063
2020-07-22 19:36:55.034725507;30080;0.016000  ;-49722.218750;20000.000000;95.305344;-28.650063
2020-07-22 19:36:55.053925355;30160;0.012800  ;-49285.710938;4000.000244;89.595490;-28.650063
2020-07-22 19:36:55.069925151;30240;0.012800  ;-32142.851562;6000.000000;80.085594;-35.407112
2020-07-22 19:36:55.069925151;30288;0.022400  ;-49553.566406;19000.000000;95.069801;-28.650063
2020-07-22 19:36:55.095525583;30384;0.016000  ;-50122.449219;19000.000000;95.828506;-28.650063
2020-07-22 19:36:55.121125539;30512;0.016000  ;-49488.886719;20000.000000;96.862915;-28.650063
2020-07-22 19:36:55.124325115;30512;0.012800  ;-31545.453125;4000.000244;80.095955;-39.698757
2020-07-22 19:36:55.153125131;30688;0.019200  ;-49538.457031;21000.000000;93.797791;-28.650063
2020-07-22 19:36:55.181925139;30800;0.012800  ;-49844.437500;20000.000000;93.728485;-28.650063
2020-07-22 19:36:55.236325587;31120;0.022400  ;-49339.621094;20000.000000;93.508148;-28.650063
2020-07-22 19:36:55.265125123;31232;0.016000  ;-48657.890625;19000.000000;92.209488;-28.650063
2020-07-22 19:36:55.309925411;31456;0.016000  ;-49017.539062;21000.000000;90.309631;-28.650063
2020-07-22 19:36:55.345125507;31616;0.012800  ;-31999.998047;5000.000000;81.764595;-37.002754
2020-07-22 19:36:55.345125507;31632;0.016000  ;-48744.179688;20000.000000;92.838310;-28.650063
2020-07-22 19:36:55.370725475;31744;0.012800  ;-32272.722656;4000.000244;80.721191;-37.002754
2020-07-22 19:36:55.393125379;31872;0.016000  ;-49088.886719;19000.000000;94.207153;-28.650063
2020-07-22 19:36:55.425125443;32032;0.016000  ;-31749.994141;5000.000000;80.145615;-37.002754
2020-07-22 19:36:55.425125443;32048;0.019200  ;-47560.000000;16000.000977;92.874924;-28.650063
2020-07-22 19:36:55.441125219;32096;0.012800  ;-12111.105469;7000.000000;102.416382;-34.920551
2020-07-22 19:36:55.450725411;32144;0.012800  ;-47655.160156;11000.000000;95.590698;-28.650063
2020-07-22 19:36:55.476325347;32272;0.012800  ;-49975.000000;19000.000000;95.853455;-28.650063
2020-07-22 19:36:55.495525187;32400;0.019200  ;-49385.960938;20000.000000;93.618088;-28.650063
